,Unnamed: 0,Classification,Disposition,datetime
0,0,Assault,Open Investigation,2019-11-03 23:52:00
1,1,Harassment: Stalking,Arrest,2020-05-24 09:51:00
2,2,Disorderly Conduct,Open Investigation,2020-03-01 02:21:00
3,3,Trespassing,Closed,2020-06-14 04:58:00
4,4,Trespassing,Open Investigation,2020-02-24 09:26:00
5,5,Trespass,Open Investigation,2020-03-19 03:25:00
6,6,Theft, Open Investigation,2019-12-06 01:14:00
7,7,Harassment: Stalking,Closed,2020-02-08 06:53:00
8,8,Trespassing,Open Investigation,2019-12-29 00:49:00
9,9,Trespassing,Open Investigation,2019-11-24 09:18:00
10,10,Burglary,Open Investigation,2020-02-09 20:35:00
11,11,Theft,Open Investigation,2019-10-24 09:05:00
12,12,Shoplifting,Closed,2019-12-19 03:45:00
13,13,Attempted Theft,Open Investigation,2020-09-15 23:40:00
14,14,Shoplifting ,Arrest,2020-06-14 13:12:00
15,15,Shoplifting,Open Investigation,2020-03-27 19:08:00
16,16,Theft, Open Investigation,2020-03-26 18:11:00
17,17,Assault,Open Investigation,2020-09-01 13:13:00
18,18,Shoplifting,Open Investigation,2020-02-15 13:34:00
19,19,Trespassing, Closed,2019-11-30 12:03:00
20,20,Burglary, Open Investigation,2020-01-26 21:49:00
21,21,Theft,Open Investigation,2020-03-12 00:43:00
22,22,Assault,Unfounded,2020-05-02 10:52:00
23,23,Theft: Criminal Mischief,Arrest,2020-02-22 11:40:00
24,24,Trespassing,Open Investigation,2020-04-07 05:08:00
25,25,Attempted Fraud,Open Investigation,2020-11-22 14:49:00
26,26,Harassment: Bias Incident,Open Investigation,2020-08-11 08:13:00
27,27,Trespass,Closed,2020-01-02 18:07:00
28,28,Bias Intimidation,Unfounded,2020-01-06 21:49:00
29,29,Defiant Trespass,Open Investigation,2020-09-05 21:00:00
30,30,Shoplifting ,Closed,2019-12-23 15:42:00
31,31,Trespass,Open Investigation,2020-08-21 09:42:00
32,32,Trespassing,Closed,2019-11-03 15:51:00
33,33,Criminal Mischief,Open Investigation,2020-02-25 10:09:00
34,34,Criminal Mischief,Unfounded,2020-04-06 04:32:00
35,35,Theft,Open Investigation,2020-03-01 16:31:00
36,36,False Public Alarm,Open Investigation,2020-03-07 12:11:00
37,37,Trespassing,Open Investigation,2020-09-13 15:04:00
38,38,Theft,Open Investigation,2020-04-01 00:20:00
39,39,Shoplifting,Arrest,2019-11-29 22:50:00
40,40,Possession of Burglary Tools 2,Judicial Referral,2019-10-22 10:27:00
41,41,Theft,Open Investigation,2020-01-17 11:54:00
42,42,Harassment: Bias Incident, Closed,2020-02-12 02:31:00
43,43,Criminal Mischief,Open Investigation,2019-11-29 13:58:00
44,44,Hindering Possession of Burglary Tools,Unfounded,2020-03-18 01:36:00
45,45,Attempted Theft,,2020-01-16 17:32:00
46,46,Theft,Arrest,2020-01-02 02:03:00
47,47,Shoplifting,Open Investigation,2019-12-08 07:05:00
48,48,Trespass,Open Investigation,2020-03-18 22:51:00
49,49,Trespassing,Open Investigation,2020-08-01 14:40:00
50,50,Fraud,Arrest,2020-07-09 07:36:00
51,51,Trespassing,Arrest,2020-07-24 21:34:00
52,52,Theft,Closed,2020-06-12 03:30:00
53,53,Rape,Open Investigation,2020-06-15 14:54:00
54,54,Trespass,Closed,2020-05-19 00:25:00
55,55,Shoplifting,Open Investigation,2020-05-22 07:35:00
56,56,Theft,Open Investigation,2020-03-11 21:38:00
57,57,Theft,Open Investigation,2020-02-07 06:15:00
58,58,Theft,Open Investigation,2020-10-05 03:23:00
59,59,False Public Alarm,Open Investigation,2020-03-04 17:24:00
60,60,Theft: Bias Incident, Closed,2020-07-05 23:03:00
61,61,Theft,Open Investigation,2020-09-22 06:57:00
62,62,Harassment,Open Investigation,2019-11-02 04:39:00
63,63,Shoplifting,Open Investigation,2020-07-28 11:47:00
64,64,Trespassing,Open Investigation,2020-03-23 10:41:00
65,65,Disorderly Conduct,Arrest,2020-08-05 21:34:00
66,66,Criminal Mischief,Unfounded,2019-11-15 04:23:00
67,67,Assault,Arrest,2020-04-23 11:45:00
68,68,Shoplifting,Arrest,2020-01-13 16:31:00
69,69,Trespassing,Open Investigation,2020-04-02 22:19:00
70,70,Domestic Violence: Harassment, Closed,2019-12-15 17:56:00
71,71,Shoplifting,Open Investigation,2020-02-20 06:25:00
72,72,Harassment: Stalking,Open Investigation,2019-12-26 21:17:00
73,73,Theft,Open Investigation,2019-10-15 03:46:00
74,74,Theft: Criminal Mischief,unfounded,2020-03-11 03:17:00
75,75,Theft,Arrest,2020-01-17 09:43:00
76,76,Theft,Open Investigation,2020-02-22 20:40:00
77,77,Burglary,Open Investigation,2020-10-06 16:24:00
78,78,Trespassing,Unfounded,2019-11-30 14:44:00
79,79,Theft,Open Investigation,2020-10-13 16:01:00
80,80,Assault,,2019-11-11 14:11:00
81,81,Service of Warrant,Closed,2019-10-24 12:16:00
82,82,Theft: Criminal Mischief,Open Investigation,2020-04-03 22:51:00
83,83,Aggravated Assault,Unfounded,2020-01-13 00:13:00
84,84,Trespass,Open Investigation,2019-12-30 13:02:00
85,85,Theft,Open Investigation,2019-11-11 08:58:00
86,86,Trespass,Unfounded,2020-01-15 15:33:00
87,87,Harassment,Closed,2020-04-18 20:33:00
88,88,Criminal Mischief,Arrest,2020-10-02 03:51:00
89,89,Harassment,Arrest,2019-11-25 22:19:00
90,90,Burglary,Open Investigation,2020-01-31 00:54:00
91,91,Shoplifting ,unfounded,2020-11-01 06:29:00
92,92,Theft,Open Investigation,2020-10-05 07:48:00
93,93,Shoplifting,Unfounded,2020-12-09 08:19:00
94,94,Burglary,Open Investigation,2020-11-26 12:46:00
95,95,Theft,Open Investigation,2019-10-16 20:46:00
96,96,Trespass,Arrest,2020-10-28 03:36:00
97,97,Harassment,Open Investigation,2019-08-20 13:12:00
98,98,Fraud,Unfounded,2019-11-25 17:24:00
99,99,Shoplifting,Arrest,2020-03-03 18:07:00
100,100,Theft,Closed,2019-11-29 16:25:00
101,101,Criminal Mischief,Open Investigation,2020-02-21 20:30:00
102,102,Theft: Criminal Mischief,Open Investigation,2020-05-06 07:43:00
103,103,Terroristic Threats, Open Investigation,2019-11-18 19:53:00
104,104,Theft,Open Investigation,2020-03-11 10:26:00
105,105,Trespass,Open Investigation,2020-10-10 21:01:00
106,106,Assault,Open Investigation,2020-04-28 05:21:00
107,107,Trespass,Closed,2020-02-12 10:52:00
108,108,Disorderly Conduct,Open Investigation,2020-06-16 01:39:00
109,109,Theft,Open Investigation,2020-04-06 15:32:00
110,110,Intimidation,unfounded,2020-03-27 11:42:00
111,111,Assault: Domestic Violence,Open Investigation,2019-12-21 08:50:00
112,112,Stalking,Open Investigation,2019-10-26 01:15:00
113,113,Disorderly Conduct,Arrest,2020-03-12 15:30:00
114,114,Obstruction of Justice,Arrest,2020-07-03 04:52:00
115,115,Lewdness,Open Investigation,2019-11-27 00:03:00
116,116,Trespassing,Arrest,2020-05-16 05:23:00
117,117,Theft,Open Investigation,2020-05-09 08:12:00
118,118,Intimidation,Open Investigation,2019-10-23 22:05:00
119,119,False Public Alarm,Unfounded,2020-05-10 17:23:00
120,120,Attempted Extortion,Arrest,2020-02-08 08:59:00
121,121,Trespassing,Arrest,2020-01-18 06:10:00
122,122,Obstruction of Justice,Closed,2020-11-22 08:59:00
123,123,Trespassing,Open Investigation,2020-05-27 11:05:00
124,124,Burglary,Arrest,2020-05-27 16:59:00
125,125,Trespass,Arrest,2020-02-21 23:49:00
126,126,Stalking,unfounded,2020-04-12 19:14:00
127,127,Theft,Closed,2019-12-23 12:19:00
128,128,Theft,Open Investigation,2020-08-01 18:49:00
129,129,Theft,Open Investigation,2020-01-30 16:19:00
130,130,Trespassing,Unfounded,2020-08-24 04:10:00
131,131,Trespass,Open Investigation,2020-01-11 09:50:00
132,132,False Public Alarm,Closed,2019-11-06 16:03:00
133,133,Theft,Open Investigation,2020-08-21 19:00:00
134,134,Criminal Mischief,Arrest,2020-07-12 00:46:00
135,135,Stalking,Open Investigation,2019-10-23 05:31:00
136,136,Harassment: Bias Incident,Open Investigation,2020-10-08 10:38:00
137,137,Disorderly Conduct,Open Investigation,2020-01-03 15:39:00
138,138,Trespassing,Open Investigation,2020-02-26 08:47:00
139,139,Shoplifting,Arrest,2020-01-02 05:46:00
140,140,Theft, Closed,2020-01-02 13:34:00
141,141,Rape,,2020-08-25 00:37:00
142,142,Criminal Mischief,Open Investigation,2019-11-24 02:30:00
143,143,Theft,Unfounded,2020-08-15 11:55:00
144,144,Theft,Arrest,2020-06-28 05:30:00
145,145,False Public Alarm,Open Investigation,2019-11-28 01:31:00
146,146,Theft,Open Investigation,2020-02-18 00:20:00
147,147,Burglary,Arrest,2020-05-21 01:27:00
148,148,Trespassing,Arrest,2019-12-07 06:03:00
149,149,Trespassing,Arrest,2019-12-08 15:35:00
150,150,Harassment,Closed,2020-06-01 23:51:00
151,151,Harassment,Open Investigation,2020-01-24 00:29:00
152,152,Theft,Arrest,2020-08-14 01:25:00
153,153,Theft,Arrest,2020-02-19 04:17:00
154,154,Harassment,Unfounded,2020-08-06 17:02:00
155,155,Theft,Open Investigation,2019-11-07 12:46:00
156,156,Lewdness,Open Investigation,2019-10-18 18:04:00
157,157,Trespassing,Open Investigation,2020-09-14 18:00:00
158,158,Service of Warrant,Arrest,2019-11-10 19:06:00
159,159,Theft,Open Investigation,2020-03-16 20:49:00
160,160,Shoplifting,Open Investigation,2020-09-18 20:42:00
161,161,Shoplifting,unfounded,2020-07-18 11:08:00
162,162,Defiant Trespass: Aggravated Assault,Open Investigation,2019-12-15 13:58:00
163,163,Theft,Open Investigation,2019-12-20 11:15:00
164,164,Assault,Open Investigation,2020-01-14 04:41:00
165,165,Theft,Open Investigation,2020-04-13 11:12:00
166,166,Extortion,Open Investigation,2019-11-15 04:31:00
167,167,Shoplifting,Open Investigation,2020-10-10 09:43:00
168,168,Criminal Mischief,Open Investigation,2020-01-21 06:08:00
169,169,Theft,Closed,2020-03-12 22:40:00
170,170,Extortion,Open Investigation,2020-01-20 23:44:00
171,171,Harassment: Fraud, Closed,2019-10-10 17:39:00
172,172,Theft,Open Investigation,2020-07-04 10:58:00
173,173,Trespass,Closed,2020-11-09 07:03:00
174,174,Trespassing,Open Investigation,2020-07-19 03:41:00
175,175,Criminal Mischief,Open Investigation,2019-12-04 13:34:00
176,176,Fraud,Open Investigation,2020-02-03 01:41:00
177,177,Trespassing,Judicial Referral,2019-11-18 12:41:00
178,178,Theft,Open Investigation,2020-03-14 01:43:00
179,179,Trespassing, Open Investigation,2020-06-19 16:34:00
180,180,Theft: Criminal Mischief,Arrest,2020-02-18 02:19:00
181,181,Theft,Open Investigation,2020-09-24 17:25:00
182,182,Theft,Open Investigation,2020-07-01 06:20:00
183,183,Burglary,Unfounded,2020-06-15 02:36:00
184,184,Liquor Law Violation,Open Investigation,2020-05-12 03:09:00
185,185,Theft,Closed,2020-03-05 20:55:00
186,186,Trespassing,Open Investigation,2020-04-23 06:51:00
187,187,Shoplifting,Closed,2020-03-26 14:54:00
188,188,Shoplifting,Arrest,2020-07-09 08:49:00
189,189,Service of Warrant,Unfounded,2020-02-21 20:46:00
190,190,Criminal Mischief,Open Investigation,2020-04-20 01:25:00
191,191,Domestic Violence: Harassment,Open Investigation,2020-01-26 13:38:00
192,192,Harassment,Closed,2019-12-06 21:58:00
193,193,Theft,Open Investigation,2020-02-01 11:45:00
194,194,Theft,Open Investigation,2020-04-27 14:44:00
195,195,Theft,Open Investigation,2020-07-17 19:45:00
196,196,Theft,Arrest,2019-11-10 21:06:00
197,197,Criminal Mischief,Open Investigation,2020-05-04 17:10:00
198,198,Theft,Open Investigation,2020-03-11 08:51:00
199,199,Attempted Extortion,unfounded,2020-03-01 16:25:00
200,200,Trespassing,Unfounded,2020-04-16 07:02:00
201,201,Theft,Open Investigation,2020-06-10 07:09:00
202,202,Trespassing,Open Investigation,2019-11-13 22:22:00
203,203,Shoplifting,Open Investigation,2020-07-27 01:33:00
204,204,Shoplifting,Open Investigation,2020-02-10 05:19:00
205,205,Possession of Burglary Tools 2,Open Investigation,2019-12-01 06:13:00
206,206,Harassment,Open Investigation,2020-02-20 00:44:00
207,207,Theft,Open Investigation,2020-08-13 04:25:00
208,208,Trespassing,Unfounded,2020-05-20 14:30:00
209,209,Theft,Unfounded,2019-09-29 11:03:00
210,210,Theft: Criminal Mischief,unfounded,2020-04-27 04:08:00
211,211,Trespass,Arrest,2020-02-18 04:50:00
212,212,Trespass,Open Investigation,2019-09-29 19:54:00
213,213,Rape,Open Investigation,2020-07-17 17:48:00
214,214,Criminal Mischief,Unfounded,2020-05-12 21:00:00
215,215,Trespassing,Open Investigation,2019-12-27 02:47:00
216,216,Trespassing,Arrest,2020-07-08 14:48:00
217,217,Lewdness, Closed,2020-01-13 13:28:00
218,218,Possession of Burglary Tools 2,Open Investigation,2020-04-16 12:55:00
219,219,Harassment,Open Investigation,2020-08-09 03:04:00
